order_id,document_id,customer_id,order_date,revenue_amount,causale,turnovendita,staff,bancovendita,numcoperti,cost,costoproduzione_foodbev,costoproduzione_materiali,costoproduzione_extra,costoproduzione_personale,costoproduzione_struttura,costoproduzione_consumi
297794,BS3988,,150726,24,951,1,7,16,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
297797,BS3991,,150726,45,951,1,11,304,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
297799,RE1167,,150726,-32,941,1,,0,,"-3,2","-1,6","-0,64","-0,96","-4,8","-1,6","-3,2"
297802,RE1168,,150726,-17,941,1,,0,,"-1,7","-0,85","-0,34","-0,51","-2,55","-0,85","-1,7"
297803,BS3994,,150726,65,951,1,6,5,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
297822,BS3996,,150726,95,951,1,208,404,,"9,5","4,75","1,9","2,85","14,25","4,75","9,5"
297828,BS3995,,150726,27,951,1,6,23,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
297852,BS4004,,150726,100,951,1,7,102,,10,5,2,3,15,5,10
297861,RE1169,,150726,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
297872,RE1170,,150726,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
297882,RE1171,,150726,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
297891,BS3997,,150726,54,951,1,11,305,,"5,4","2,7","1,08","1,62","8,1","2,7","5,4"
297903,BS4003,,150726,200,951,1,208,406,,20,10,4,6,30,10,20
297905,BS3999,,150726,75,951,1,7,104,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
297931,BS4000,,150726,65,951,1,11,301,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
297933,BS4002,,150726,35,951,1,9,12,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
297937,RE1172,,150726,"-26,5",941,1,,0,,"-2,65","-1,325","-0,53","-0,795","-3,975","-1,325","-2,65"
297948,BS3998,,150726,23,951,1,9,2,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
297952,RE1173,,150726,-38,941,1,,0,,"-3,8","-1,9","-0,76","-1,14","-5,7","-1,9","-3,8"
297960,BS4005,,150726,85,951,1,6,11,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
298107,BS4001,,150726,20,951,1,,0,,2,1,"0,4","0,6",3,1,2
298177,BS4006,,150726,140,951,1,,0,,14,7,"2,8","4,2",21,7,14
298191,BS4011,,150727,150,951,1,6,401,,15,"7,5",3,"4,5","22,5","7,5",15
298194,BS4008,,150727,29,951,1,11,205,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
298198,BS4009,,150727,45,951,1,11,201,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
298200,BS4010,,150727,45,951,1,208,102,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
298202,RE1174,,150727,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
298207,BF197,306,150727,"105,5",953,1,6,403,,"10,55","5,275","2,11","3,165","15,825","5,275","10,55"
298215,BF198,307,150727,108,953,1,208,105,,"10,8","5,4","2,16","3,24","16,2","5,4","10,8"
298218,BS4007,,150727,13,951,1,,0,,"1,3","0,65","0,26","0,39","1,95","0,65","1,3"
298223,BS4013,,150727,105,951,1,208,404,,"10,5","5,25","2,1","3,15","15,75","5,25","10,5"
298225,RE1175,,150727,-22,941,1,,0,,"-2,2","-1,1","-0,44","-0,66","-3,3","-1,1","-2,2"
298228,BF199,73,150727,37,953,1,11,204,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
298234,RE1176,,150727,"-28,5",941,1,,0,,"-2,85","-1,425","-0,57","-0,855","-4,275","-1,425","-2,85"
298255,BS4017,,150727,50,951,1,11,306,,5,"2,5",1,"1,5","7,5","2,5",5
298279,BF201,309,150727,300,953,1,11,207,,30,15,6,9,45,15,30
298296,BS4018,,150727,42,951,1,9,301,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
298300,BS4014,,150727,25,951,1,11,205,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
298305,BF200,308,150727,"41,5",953,1,11,203,,"4,15","2,075","0,83","1,245","6,225","2,075","4,15"
298307,BS4015,,150727,30,951,1,9,206,,3,"1,5","0,6","0,9","4,5","1,5",3
298317,BS4012,,150727,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
298324,RE1177,,150727,"-58,5",941,1,,0,,"-5,85","-2,925","-1,17","-1,755","-8,775","-2,925","-5,85"
298332,BS4016,,150727,30,951,1,9,101,,3,"1,5","0,6","0,9","4,5","1,5",3
298393,BS4019,,150727,43,951,1,6,102,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
298441,BS4020,,150729,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
298447,BF202,310,150729,"29,5",953,1,11,306,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
298451,RE1178,,150729,"-24,5",941,1,,0,,"-2,45","-1,225","-0,49","-0,735","-3,675","-1,225","-2,45"
298452,RE1179,,150729,-21,941,1,,0,,"-2,1","-1,05","-0,42","-0,63","-3,15","-1,05","-2,1"
298454,BS4022,,150729,38,951,1,11,301,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
298465,BS4021,,150729,"18,5",951,1,,0,,"1,85","0,925","0,37","0,555","2,775","0,925","1,85"
298468,BF203,311,150729,"23,5",953,1,11,303,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
298470,BS4024,,150729,48,951,1,9,305,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
298475,BS4028,,150729,70,951,1,7,202,,7,"3,5","1,4","2,1","10,5","3,5",7
298489,BS4027,,150729,"50,5",951,1,11,307,,"5,05","2,525","1,01","1,515","7,575","2,525","5,05"
298491,BS4026,,150729,30,951,1,11,203,,3,"1,5","0,6","0,9","4,5","1,5",3
298493,BS4025,,150729,40,951,1,6,102,,4,2,"0,8","1,2",6,2,4
298503,BS4023,,150729,40,951,1,11,14,,4,2,"0,8","1,2",6,2,4
298512,BS4031,,150729,80,951,1,7,306,,8,4,"1,6","2,4",12,4,8
298514,BS4029,,150729,55,951,1,9,21,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
298516,BS4034,,150729,55,951,1,9,27,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
298560,BS4030,,150729,33,951,1,9,22,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
298621,BS4033,,150729,168,951,1,11,102,,"16,8","8,4","3,36","5,04","25,2","8,4","16,8"
298632,BS4032,,150729,50,951,1,6,303,,5,"2,5",1,"1,5","7,5","2,5",5
298663,RE1180,,150729,"-11,5",941,1,,0,,"-1,15","-0,575","-0,23","-0,345","-1,725","-0,575","-1,15"
298713,BS4035,,150730,18,951,1,6,203,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
298721,BS4036,,150730,16,951,1,,0,,"1,6","0,8","0,32","0,48","2,4","0,8","1,6"
298724,RE1181,,150730,"-19,5",941,1,,0,,"-1,95","-0,975","-0,39","-0,585","-2,925","-0,975","-1,95"
298727,BS4037,,150730,"46,5",951,1,208,102,,"4,65","2,325","0,93","1,395","6,975","2,325","4,65"
298731,BS4038,,150730,45,951,1,274,306,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
298733,BS4041,,150730,45,951,1,274,204,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
298735,RE1182,,150730,"-66,5",941,1,,0,,"-6,65","-3,325","-1,33","-1,995","-9,975","-3,325","-6,65"
298740,BS4040,,150730,30,951,1,274,305,,3,"1,5","0,6","0,9","4,5","1,5",3
298751,RE1183,,150730,-22,941,1,,0,,"-2,2","-1,1","-0,44","-0,66","-3,3","-1,1","-2,2"
298760,BS4047,,150730,115,951,1,6,15,,"11,5","5,75","2,3","3,45","17,25","5,75","11,5"
298762,BS4043,,150730,30,951,1,6,27,,3,"1,5","0,6","0,9","4,5","1,5",3
298764,BS4046,,150730,25,951,1,6,23,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
298770,BS4042,,150730,"37,5",951,1,6,12,,"3,75","1,875","0,75","1,125","5,625","1,875","3,75"
298774,BS4044,,150730,"38,5",951,1,6,25,,"3,85","1,925","0,77","1,155","5,775","1,925","3,85"
298779,BS4048,,150730,24,951,1,208,22,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
298790,BS4045,,150730,20,951,1,6,16,,2,1,"0,4","0,6",3,1,2
298793,BS4052,,150730,45,951,1,6,26,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
298807,BS4039,,150730,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
298823,BS4050,,150730,28,951,1,274,306,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
298825,BS4064,,150730,220,951,1,11,406,,22,11,"4,4","6,6",33,11,22
298836,BS4049,,150730,55,951,1,6,24,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
298847,RE1184,,150730,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
298856,BS4065,,150730,150,951,1,208,103,,15,"7,5",3,"4,5","22,5","7,5",15
298868,BS4059,,150730,40,951,1,6,12,,4,2,"0,8","1,2",6,2,4
298877,BS4051,,150730,53,951,1,11,301,,"5,3","2,65","1,06","1,59","7,95","2,65","5,3"
298879,BS4053,,150730,40,951,1,208,206,,4,2,"0,8","1,2",6,2,4
298899,BS4060,,150730,80,951,1,6,1,,8,4,"1,6","2,4",12,4,8
298913,BS4056,,150730,67,951,1,6,21,,"6,7","3,35","1,34","2,01","10,05","3,35","6,7"
298916,BS4054,,150730,25,951,1,11,305,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
298919,BS4061,,150730,200,951,1,11,401,,20,10,4,6,30,10,20
298936,BS4058,,150730,70,951,1,6,22,,7,"3,5","1,4","2,1","10,5","3,5",7
298967,BS4062,,150730,50,951,1,9,4,,5,"2,5",1,"1,5","7,5","2,5",5
298983,BS4057,,150730,43,951,1,6,13,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
298991,BS4063,,150730,75,951,1,6,5,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
299020,BS4055,,150730,16,951,1,,0,,"1,6","0,8","0,32","0,48","2,4","0,8","1,6"
299113,RE1185,,150731,-17,941,1,,0,,"-1,7","-0,85","-0,34","-0,51","-2,55","-0,85","-1,7"
299131,BS4067,,150731,33,951,1,297,203,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
299135,BS4066,,150731,"23,5",951,1,297,305,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
299139,RE1186,,150731,-28,941,1,,0,,"-2,8","-1,4","-0,56","-0,84","-4,2","-1,4","-2,8"
299145,BS4068,,150731,33,951,1,11,204,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
299157,BS4076,,150731,95,951,1,297,301,,"9,5","4,75","1,9","2,85","14,25","4,75","9,5"
299164,BS4070,,150731,70,951,1,208,103,,7,"3,5","1,4","2,1","10,5","3,5",7
299168,RE1187,,150731,"-47,5",941,1,,0,,"-4,75","-2,375","-0,95","-1,425","-7,125","-2,375","-4,75"
299171,BS4069,,150731,55,951,1,297,206,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
299186,RE1188,,150731,"-52,5",941,1,,0,,"-5,25","-2,625","-1,05","-1,575","-7,875","-2,625","-5,25"
299189,BS4071,,150731,55,951,1,11,304,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
299216,RE1189,,150731,-40,941,1,,0,,-4,-2,"-0,8","-1,2",-6,-2,-4
299217,BS4077,,150731,60,951,1,274,5,,6,3,"1,2","1,8",9,3,6
299222,BS4073,,150731,35,951,1,11,303,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
299226,BS4074,,150731,35,951,1,208,500,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
299228,BS4080,,150731,25,951,1,208,2,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
299230,BF204,229,150731,25,953,1,6,27,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
299248,BS4078,,150731,95,951,1,11,201,,"9,5","4,75","1,9","2,85","14,25","4,75","9,5"
299262,BF205,36,150731,83,953,1,274,3,,"8,3","4,15","1,66","2,49","12,45","4,15","8,3"
299276,BS4079,,150731,40,951,1,6,26,,4,2,"0,8","1,2",6,2,4
299279,BS4072,,150731,"19,5",951,1,6,25,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
299343,BS4084,,150731,100,951,1,6,101,,10,5,2,3,15,5,10
299357,BS4081,,150731,80,951,1,297,307,,8,4,"1,6","2,4",12,4,8
299366,BS4075,,150731,7,951,1,,0,,"0,7","0,35","0,14","0,21","1,05","0,35","0,7"
299369,BS4082,,150731,75,951,1,208,203,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
299418,BS4083,,150731,54,951,1,297,301,,"5,4","2,7","1,08","1,62","8,1","2,7","5,4"
299432,BF206,19,150731,38,953,1,297,206,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
299534,RE1190,,150801,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
299535,RE1191,,150801,"-15,5",941,1,,0,,"-1,55","-0,775","-0,31","-0,465","-2,325","-0,775","-1,55"
299538,RE1192,,150801,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
299539,BS4085,,150801,4,951,1,,0,,"0,4","0,2","0,08","0,12","0,6","0,2","0,4"
299541,BS4087,,150801,"22,5",951,1,11,500,,"2,25","1,125","0,45","0,675","3,375","1,125","2,25"
299543,BS4086,,150801,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
299545,RE1193,,150801,"-15,5",941,1,,0,,"-1,55","-0,775","-0,31","-0,465","-2,325","-0,775","-1,55"
299546,RE1194,,150801,-33,941,1,,0,,"-3,3","-1,65","-0,66","-0,99","-4,95","-1,65","-3,3"
299547,RE1195,,150801,-32,941,1,,0,,"-3,2","-1,6","-0,64","-0,96","-4,8","-1,6","-3,2"
299548,RE1196,,150801,-49,941,1,,0,,"-4,9","-2,45","-0,98","-1,47","-7,35","-2,45","-4,9"
299551,RE1197,,150801,-10,941,1,,0,,-1,"-0,5","-0,2","-0,3","-1,5","-0,5",-1
299554,RE1198,,150801,-28,941,1,,0,,"-2,8","-1,4","-0,56","-0,84","-4,2","-1,4","-2,8"
299555,BS4089,,150801,"49,5",951,1,11,206,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
299559,RE1199,,150801,"-20,5",941,1,,0,,"-2,05","-1,025","-0,41","-0,615","-3,075","-1,025","-2,05"
299565,BS4090,,150801,50,951,1,11,404,,5,"2,5",1,"1,5","7,5","2,5",5
299567,BF207,42,150801,58,953,1,11,16,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
299572,RE1200,,150801,-37,941,1,,0,,"-3,7","-1,85","-0,74","-1,11","-5,55","-1,85","-3,7"
299575,BS4088,,150801,"23,5",951,1,297,4,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
299578,BS4093,,150801,60,951,1,274,201,,6,3,"1,2","1,8",9,3,6
299583,BS4094,,150801,110,951,1,11,402,,11,"5,5","2,2","3,3","16,5","5,5",11
299588,BS4101,,150801,68,951,1,297,1,,"6,8","3,4","1,36","2,04","10,2","3,4","6,8"
299592,BS4095,,150801,48,951,1,11,401,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
299600,BS4091,,150801,35,951,1,6,28,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
299603,BS4098,,150801,125,951,1,274,406,,"12,5","6,25","2,5","3,75","18,75","6,25","12,5"
299607,RE1201,,150801,-20,941,1,,0,,-2,-1,"-0,4","-0,6",-3,-1,-2
299613,BS4092,,150801,25,951,1,6,26,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
299625,RE1202,,150801,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
299630,RE1203,,150801,-36,941,1,,0,,"-3,6","-1,8","-0,72","-1,08","-5,4","-1,8","-3,6"
299633,BS4096,,150801,65,951,1,274,306,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
299661,BS4105,,150801,134,951,1,11,405,,"13,4","6,7","2,68","4,02","20,1","6,7","13,4"
299665,BS4099,,150801,"37,5",951,1,297,2,,"3,75","1,875","0,75","1,125","5,625","1,875","3,75"
299669,BS4106,,150801,105,951,1,11,207,,"10,5","5,25","2,1","3,15","15,75","5,25","10,5"
299679,BS4097,,150801,56,951,1,11,203,,"5,6","2,8","1,12","1,68","8,4","2,8","5,6"
299693,RE1204,,150801,"-31,5",941,1,,0,,"-3,15","-1,575","-0,63","-0,945","-4,725","-1,575","-3,15"
299717,BS4102,,150801,48,951,1,6,27,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
299740,BS4107,,150801,"76,5",951,1,6,11,,"7,65","3,825","1,53","2,295","11,475","3,825","7,65"
299745,BF208,30,150801,100,953,1,297,6,,10,5,2,3,15,5,10
299751,RE1205,,150801,-30,941,1,,0,,-3,"-1,5","-0,6","-0,9","-4,5","-1,5",-3
299755,BS4100,,150801,"76,5",951,1,208,24,,"7,65","3,825","1,53","2,295","11,475","3,825","7,65"
299804,RE1206,,150801,-54,941,1,,0,,"-5,4","-2,7","-1,08","-1,62","-8,1","-2,7","-5,4"
299814,BS4112,,150801,58,951,1,6,16,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
299818,BS4108,,150801,70,951,1,208,301,,7,"3,5","1,4","2,1","10,5","3,5",7
299824,BS4109,,150801,28,951,1,6,23,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
299841,BS4116,,150801,85,951,1,274,202,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
299848,BS4104,,150801,31,951,1,11,203,,"3,1","1,55","0,62","0,93","4,65","1,55","3,1"
299853,BS4111,,150801,33,951,1,297,2,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
299865,BS4117,,150802,420,951,1,11,401,,42,21,"8,4","12,6",63,21,42
299879,BS4110,,150801,"32,45",951,1,11,303,,"3,245","1,6225","0,649","0,9735","4,8675","1,6225","3,245"
299911,BS4113,,150801,75,951,1,208,5,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
299925,BS4114,,150801,35,951,1,6,12,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
299942,RE1207,,150801,-27,941,1,,0,,"-2,7","-1,35","-0,54","-0,81","-4,05","-1,35","-2,7"
299944,BS4103,,150801,27,951,1,,0,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
299989,BS4115,,150801,32,951,1,274,205,,"3,2","1,6","0,64","0,96","4,8","1,6","3,2"
300098,BS4119,,150802,20,951,1,297,401,,2,1,"0,4","0,6",3,1,2
300100,BS4118,,150802,2,951,1,,0,,"0,2","0,1","0,04","0,06","0,3","0,1","0,2"
300102,BS4120,,150802,40,951,1,297,204,,4,2,"0,8","1,2",6,2,4
300108,BS4121,,150802,45,951,1,297,303,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
300112,BS4123,,150802,135,951,1,208,1,,"13,5","6,75","2,7","4,05","20,25","6,75","13,5"
300122,BS4128,,150802,85,951,1,208,5,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
300132,BS4124,,150802,48,951,1,297,203,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
300135,BS4127,,150802,158,951,1,208,102,,"15,8","7,9","3,16","4,74","23,7","7,9","15,8"
300158,BS4122,,150802,40,951,1,6,202,,4,2,"0,8","1,2",6,2,4
300162,BS4126,,150802,70,951,1,297,104,,7,"3,5","1,4","2,1","10,5","3,5",7
300189,BS4125,,150802,"44,5",951,1,6,500,,"4,45","2,225","0,89","1,335","6,675","2,225","4,45"
300289,BS4132,,150802,25,951,1,274,205,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
300291,BS4131,,150802,"23,5",951,1,274,206,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
300293,RE1208,,150802,"-13,5",941,1,,0,,"-1,35","-0,675","-0,27","-0,405","-2,025","-0,675","-1,35"
300296,BS4137,,150802,31,951,1,274,305,,"3,1","1,55","0,62","0,93","4,65","1,55","3,1"
300298,BS4129,,150802,6,951,1,,0,,"0,6","0,3","0,12","0,18","0,9","0,3","0,6"
300300,BS4135,,150802,"17,5",951,1,274,306,,"1,75","0,875","0,35","0,525","2,625","0,875","1,75"
300304,RE1209,,150802,-21,941,1,,0,,"-2,1","-1,05","-0,42","-0,63","-3,15","-1,05","-2,1"
300305,BS4130,,150802,"19,5",951,1,,0,,"1,95","0,975","0,39","0,585","2,925","0,975","1,95"
300307,BS4140,,150802,53,951,1,274,302,,"5,3","2,65","1,06","1,59","7,95","2,65","5,3"
300311,BS4136,,150802,20,951,1,274,203,,2,1,"0,4","0,6",3,1,2
300322,BS4141,,150802,35,951,1,11,500,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
300325,BS4149,,150802,85,951,1,274,201,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
300333,BS4151,,150802,35,951,1,6,16,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
300335,BS4139,,150802,25,951,1,6,25,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
300338,BS4143,,150802,58,951,1,6,11,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
300343,BS4133,,150802,22,951,1,,0,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
300350,BS4144,,150802,26,951,1,6,26,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
300356,BS4134,,150802,"34,5",951,1,,0,,"3,45","1,725","0,69","1,035","5,175","1,725","3,45"
300358,RE1210,,150802,"-34,5",941,1,,0,,"-3,45","-1,725","-0,69","-1,035","-5,175","-1,725","-3,45"
300361,BS4152,,150802,70,951,1,6,28,,7,"3,5","1,4","2,1","10,5","3,5",7
300365,BF209,176,150802,28,953,1,6,23,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
300376,BS4146,,150802,44,951,1,274,204,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
300379,BS4148,,150802,50,951,1,274,301,,5,"2,5",1,"1,5","7,5","2,5",5
300382,RE1211,,150802,"-51,5",941,1,,0,,"-5,15","-2,575","-1,03","-1,545","-7,725","-2,575","-5,15"
300384,BS4147,,150802,34,951,1,274,205,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
300386,BS4138,,150802,"7,5",951,1,,0,,"0,75","0,375","0,15","0,225","1,125","0,375","0,75"
300389,BS4150,,150802,35,951,1,274,306,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
300396,BS4153,,150802,"82,5",951,1,6,15,,"8,25","4,125","1,65","2,475","12,375","4,125","8,25"
300407,BS4154,,150802,"31,5",951,1,297,4,,"3,15","1,575","0,63","0,945","4,725","1,575","3,15"
300417,BS4161,,150802,50,951,1,11,203,,5,"2,5",1,"1,5","7,5","2,5",5
300449,BS4160,,150802,75,951,1,6,25,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
300456,BS4142,,150802,1,951,1,,0,,"0,1","0,05","0,02","0,03","0,15","0,05","0,1"
300468,BS4155,,150802,53,951,1,297,1,,"5,3","2,65","1,06","1,59","7,95","2,65","5,3"
300482,BS4157,,150802,30,951,1,11,500,,3,"1,5","0,6","0,9","4,5","1,5",3
300485,BS4156,,150802,45,951,1,6,12,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
300514,BS4145,,150802,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
300516,BS4158,,150802,65,951,1,297,6,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
300521,BS4159,,150802,48,951,1,274,302,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
300576,RE1212,,150802,-26,941,1,,0,,"-2,6","-1,3","-0,52","-0,78","-3,9","-1,3","-2,6"
300604,RE1213,,150802,"-20,5",941,1,,0,,"-2,05","-1,025","-0,41","-0,615","-3,075","-1,025","-2,05"
300607,RE1214,,150802,"-41,5",941,1,,0,,"-4,15","-2,075","-0,83","-1,245","-6,225","-2,075","-4,15"
300657,BS4162,,150802,43,951,1,6,16,,"4,3","2,15","0,86","1,29","6,45","2,15","4,3"
300768,RE1215,,150803,-40,941,1,,0,,-4,-2,"-0,8","-1,2",-6,-2,-4
300769,RE1216,,150803,-41,941,1,,0,,"-4,1","-2,05","-0,82","-1,23","-6,15","-2,05","-4,1"
300772,BS4163,,150803,"7,5",951,1,,0,,"0,75","0,375","0,15","0,225","1,125","0,375","0,75"
300775,BS4166,,150803,50,951,1,274,202,,5,"2,5",1,"1,5","7,5","2,5",5
300782,BS4164,,150803,"29,5",951,1,,0,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
300788,BS4167,,150803,28,951,1,274,206,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
300800,BS4170,,150803,80,951,1,274,402,,8,4,"1,6","2,4",12,4,8
300802,BS4165,,150803,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
300817,BS4172,,150803,65,951,1,11,301,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
300819,BS4171,,150803,35,951,1,274,201,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
300823,BS4168,,150803,19,951,1,6,401,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
300825,RE1217,,150803,-41,941,1,,0,,"-4,1","-2,05","-0,82","-1,23","-6,15","-2,05","-4,1"
300841,RE1218,,150803,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
300852,BS4173,,150803,40,951,1,274,304,,4,2,"0,8","1,2",6,2,4
300867,BS4174,,150803,80,951,1,6,404,,8,4,"1,6","2,4",12,4,8
300885,BF210,312,150803,"39,5",953,1,208,302,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
300893,BS4169,,150803,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
300900,BS4178,,150803,51,951,1,208,206,,"5,1","2,55","1,02","1,53","7,65","2,55","5,1"
300912,BS4177,,150803,35,951,1,274,305,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
300941,BS4176,,150803,28,951,1,6,402,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
300963,BS4175,,150803,20,951,1,274,202,,2,1,"0,4","0,6",3,1,2
300997,BS4179,,150803,"33,5",951,1,208,101,,"3,35","1,675","0,67","1,005","5,025","1,675","3,35"
301050,BS4180,,150803,24,951,1,,0,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
301052,BS4181,,150803,24,951,1,,0,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
301067,BS4182,,150803,80,951,1,,0,,8,4,"1,6","2,4",12,4,8
301094,BS4183,,150805,"16,5",951,1,,0,,"1,65","0,825","0,33","0,495","2,475","0,825","1,65"
301100,BF211,308,150805,"45,5",953,1,6,202,,"4,55","2,275","0,91","1,365","6,825","2,275","4,55"
301104,BS4187,,150805,40,951,1,6,201,,4,2,"0,8","1,2",6,2,4
301106,BS4192,,150805,"69,5",951,1,208,103,,"6,95","3,475","1,39","2,085","10,425","3,475","6,95"
301112,BS4184,,150805,21,951,1,,0,,"2,1","1,05","0,42","0,63","3,15","1,05","2,1"
